party,press_release,claim_number,claim_text,provider,id,doi,title,abstract,year,venue,authors,url,is_open_access
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,4,"As AI technology advances, it is crucial that laws evolve to protect children from new forms of exploitation.",publisher,10.1145/3579987.3586564,10.1145/3579987.3586564,Detecting Online Grooming By Simple Contrastive Chat Embeddings,"Introduces a contrastive‑learning approach for grooming detection in chats, showing competitive performance with simpler architectures suitable for deployment.",2023,Proceedings of the ACM International Workshop on Security and Privacy Analytics,Parisa Rezaee Borj; Kiran Raja; Patrick Bours,https://dl.acm.org/doi/10.1145/3579987.3586564,False
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,4,"As AI technology advances, it is crucial that laws evolve to protect children from new forms of exploitation.",publisher,10.12968/jfch.2025.2.1.5,10.12968/jfch.2025.2.1.5,The rise of AI and deepfake child abuse,"Editorial summarizing recent evidence and watchdog reports on AI‑generated child sexual abuse imagery and calling for multi‑level responses across law, platforms, and practice.",2025,Journal of Family and Child Health,Caroline Voogd; Polly Moffat,https://www.magonlinelibrary.com/doi/10.12968/jfch.2025.2.1.5,False
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,5,AB 1831 would add depictions of minors created with artificial intelligence to California’s existing child pornography laws.,publisher,10.1542/peds.2023-063954,10.1542/peds.2023-063954,Rising Threats of AI-Driven Child Sexual Abuse Material,"Perspective outlining how AI enables creation and manipulation of child sexual abuse material, differentiating AI-generated from AI-manipulated content and discussing risks, legal considerations, and pediatric responses.",2024,Pediatrics,Shruthi Krishna; Fiona Dubrosa; Ruth Milanaik,https://doi.org/10.1542/peds.2023-063954,False
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,5,AB 1831 would add depictions of minors created with artificial intelligence to California’s existing child pornography laws.,publisher,10.1111/jols.12527,10.1111/jols.12527,The ‘new voyeurism’: criminalizing the creation of ‘deepfake porn’,"Legal analysis arguing that laws should criminalize not only distribution but also the creation of sexually explicit deepfakes, including harms to women and girls and policy options across jurisdictions.",2025,Journal of Law and Society,Clare McGlynn; Rüya Tuna Toparlak,https://onlinelibrary.wiley.com/doi/10.1111/jols.12527,True
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,5,AB 1831 would add depictions of minors created with artificial intelligence to California’s existing child pornography laws.,publisher,10.1177/14614448241253138,10.1177/14614448241253138,What we know and don’t know about deepfakes: An investigation into the state of the research and regulatory landscape,"Survey of deepfake research and regulation, including global developments on criminalizing deepfake pornography and implications for policy and enforcement.",2024,New Media & Society,Alena Birrer; Natascha Just,https://journals.sagepub.com/doi/10.1177/14614448241253138,True
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,5,AB 1831 would add depictions of minors created with artificial intelligence to California’s existing child pornography laws.,publisher,10.3390/laws13060067,10.3390/laws13060067,The Legal Challenges of Realistic and AI-Driven Child Sexual Abuse Material: Regulatory and Enforcement Perspectives in Europe,"Examines how European legal systems address realistic and AI-generated CSAM, highlighting enforcement gaps, evidentiary issues, and emerging regulatory approaches.",2024,Laws,Katalin Parti; Judit Szabó,https://www.mdpi.com/2075-471X/13/6/67,True
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,5,AB 1831 would add depictions of minors created with artificial intelligence to California’s existing child pornography laws.,publisher,10.1007/s11229-022-04012-2,10.1007/s11229-022-04012-2,Designed to abuse? Deepfakes and the non-consensual diffusion of intimate images,"Philosophical and ethical analysis of deepfake sexual abuse, its harms, and the limits of consent in synthetic media contexts, with implications for regulation.",2023,Synthese,Marco Viola; Cristina Voto,https://link.springer.com/article/10.1007/s11229-022-04012-2,True
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,5,AB 1831 would add depictions of minors created with artificial intelligence to California’s existing child pornography laws.,publisher,10.1016/j.diin.2019.04.005,10.1016/j.diin.2019.04.005,"A Practitioner Survey Exploring the Value of Forensic Tools, AI, Filtering, and Safer Presentation for Investigating Child Sexual Abuse Material (CSAM)","Survey of investigators on tools and AI methods used in CSAM cases, discussing effectiveness, limitations, and needs for safer presentation and automation.",2019,Digital Investigation,Laura Sanchez; Cinthya Grajeda; Ibrahim Baggili; Cory Hall,https://doi.org/10.1016/j.diin.2019.04.005,False
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,5,AB 1831 would add depictions of minors created with artificial intelligence to California’s existing child pornography laws.,publisher,10.1016/j.chb.2021.107141,10.1016/j.chb.2021.107141,"Celebrity status, sex, and variation in psychopathy predicts judgements of and proclivity to generate and distribute deepfake pornography",Behavioral study linking demographic and psychological traits to attitudes toward and self-reported propensity to create or share deepfake pornography.,2022,Computers in Human Behavior,Boguslaw Pawlowski; Piotr Sorokowski; Jan Antfolk; Piotr Sorokowska; Marta Borkowska; Maciej Karasiewicz,https://doi.org/10.1016/j.chb.2021.107141,False
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,5,AB 1831 would add depictions of minors created with artificial intelligence to California’s existing child pornography laws.,publisher,10.1177/14773708231181361,10.1177/14773708231181361,"Moderating online child sexual abuse material (CSAM): Does self-regulation work, or is greater state regulation needed?",Analyzes platform moderation of CSAM and argues for stronger regulatory frameworks to address enforcement deficits and protect children online.,2024,European Journal of Criminology,Paul Bleakley; Elena Martellozzo; Ruth Spence; Jeffrey DeMarco,https://journals.sagepub.com/doi/10.1177/14773708231181361,False
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,5,AB 1831 would add depictions of minors created with artificial intelligence to California’s existing child pornography laws.,publisher,10.1023/A:1021372601566,10.1023/A:1021372601566,Virtual child pornography: The eroticization of inequality,"Early ethical analysis following Ashcroft v. Free Speech Coalition, arguing that virtual child pornography contributes to broader social harms despite contested direct victimization.",2002,Ethics and Information Technology,Neil C. Manson,https://link.springer.com/article/10.1023/A:1021372601566,False
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,5,AB 1831 would add depictions of minors created with artificial intelligence to California’s existing child pornography laws.,publisher,10.1007/s11896-023-09611-4,10.1007/s11896-023-09611-4,Users of Online Child Sexual Abuse Material,"Open-access review of offender profiles, motivations, and online ecosystems facilitating CSAM, with implications for policing and policy.",2023,Journal of Police and Criminal Psychology,Salla Huikuri,https://link.springer.com/article/10.1007/s11896-023-09611-4,True
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,5,AB 1831 would add depictions of minors created with artificial intelligence to California’s existing child pornography laws.,arXiv,arXiv:2411.09751,,Analyzing the AI Nudification Application Ecosystem,"Empirical study of 20 web-based AI nudification services that generate non-consensual explicit imagery, documenting features, positioning, and monetization to inform policy responses.",2024,arXiv,Cassidy Gibson; Daniel Olszewski; Natalie Grace Brigham; Anna Crowder; Kevin R. B. Butler; Patrick Traynor; Elissa M. Redmiles; Tadayoshi Kohno,https://arxiv.org/abs/2411.09751,True
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,5,AB 1831 would add depictions of minors created with artificial intelligence to California’s existing child pornography laws.,arXiv,arXiv:2402.01721,,"Non-Consensual Synthetic Intimate Imagery: Prevalence, Attitudes, and Knowledge in 10 Countries","Cross-national survey of over 16,000 respondents on experiences and attitudes toward deepfake pornography and other synthetic intimate imagery, including policy implications.",2024,arXiv,Rebecca H. Umbach; Nicola Henry; Gemma Beard; Colleen M. Berryessa,https://arxiv.org/abs/2402.01721,True
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,5,AB 1831 would add depictions of minors created with artificial intelligence to California’s existing child pornography laws.,arXiv,arXiv:2406.14131,,Detecting sexually explicit content in the context of child sexual abuse materials (CSAM): end-to-end classifiers and region-based networks,Presents and evaluates machine learning approaches for classifying sexually explicit content as part of automated CSAM detection pipelines under strict data-access constraints.,2024,arXiv,Weronika Gutfeter; Joanna Gajewska; Andrzej Pacut,https://arxiv.org/abs/2406.14131,True
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,5,AB 1831 would add depictions of minors created with artificial intelligence to California’s existing child pornography laws.,arXiv,arXiv:2403.01183,,Leveraging Self-Supervised Learning for Scene Classification in Child Sexual Abuse Imagery,"Explores self-supervised scene classification to assist CSAM investigations without requiring direct training on sensitive images, evaluated with law-enforcement input.",2024,arXiv,Pedro H. V. Valois; João Macedo; Leo S. F. Ribeiro; Jefersson A. dos Santos; Sandra Avila,https://arxiv.org/abs/2403.01183,True
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,5,AB 1831 would add depictions of minors created with artificial intelligence to California’s existing child pornography laws.,arXiv,arXiv:2308.03880,,Guarding the Guardians: Automated Analysis of Online Child Sexual Abuse,"Proposes an automated tool to analyze CSAM-related reports across subject, criminality, and harm dimensions to support investigators while reducing exposure to harmful content.",2023,arXiv,Juanita Puentes; Angela Castillo; Wilmar Osejo; Yuly Calderón; Viviana Quintero; Lina Saldarriaga; Diana Agudelo; Pablo Arbeláez,https://arxiv.org/abs/2308.03880,True
