party,uid,nli_deberta,nli_bart,llm:Qwen/Qwen2.5-3B-Instruct,llm:microsoft/Phi-3.5-mini-instruct,llm:allenai/OLMo-2-1124-7B-Instruct,claim,title
rep,rep|senator-valladares-bills-improve-affordability-increase-public-safety-and-expand.txt|6|https://film.ca.gov/californias-film-tv-tax-credit-generates-2-6-billion-in-annual-production-spending-expands-workforce-training-diversity-and-addresses-covid-compliance-costs-report-shows/,silent,silent,silent,support,support,SB 630 and AB 1138 help keep good paying jobs in California by providing incentives for TV and film production.,"California’s Film & TV Tax Credit Generates $2.6 Billion in Annual Production Spending, Expands Workforce Training/Diver"
rep,rep|senator-valladares-bills-improve-affordability-increase-public-safety-and-expand.txt|6|https://film.ca.gov/governor-newsom-announces-tax-credit-awards-for-new-job-creating-films-shooting-in-california-and-generating-1-4-billion-for-the-states-economy/,silent,silent,silent,support,support,SB 630 and AB 1138 help keep good paying jobs in California by providing incentives for TV and film production.,Governor Newsom announces tax credit awards for new job-creating films shooting in California and generating $1.4 billio
rep,rep|senator-valladares-bills-improve-affordability-increase-public-safety-and-expand.txt|6|https://www.dga.org/news/guild-news/2025/august2025/dga-celebrates-passage-of-ab-1138,silent,silent,silent,support,support,SB 630 and AB 1138 help keep good paying jobs in California by providing incentives for TV and film production.,"DGA Celebrates Passage of AB 1138, The California Film and Television Jobs Program"
rep,rep|senator-valladares-bills-improve-affordability-increase-public-safety-and-expand.txt|6|https://a51.asmdc.org/press-releases/20250703-landmark-film-and-tv-jobs-legislation-passes-legislature-heads-governors,silent,silent,support,support,support,SB 630 and AB 1138 help keep good paying jobs in California by providing incentives for TV and film production.,"Landmark Film and TV Jobs Legislation Passes Legislature, Heads to Governor’s Desk"
rep,rep|senator-valladares-bills-improve-affordability-increase-public-safety-and-expand.txt|6|https://a51.asmdc.org/press-releases/20250422-california-film-television-jobs-act-advances-out-key-policy-committee,silent,silent,support,support,support,SB 630 and AB 1138 help keep good paying jobs in California by providing incentives for TV and film production.,California Film & Television Jobs Act Advances Out of Key Policy Committee
rep,rep|steven-choi-all-bills-deserve-vote-sacramento-not-just-democratic-bills.txt|1|https://sr37.senate.ca.gov/bill/sb-405-restoring-local-control-voter-identification-decisions,support,silent,silent,support,support,Senate Bill 405 would have allowed communities throughout California to authorize voter ID requirements for their local elections.,SB 405: Restoring Local Control for Voter Identification Decisions
rep,rep|steven-choi-all-bills-deserve-vote-sacramento-not-just-democratic-bills.txt|1|https://legiscan.com/CA/text/SB405/id/3123870/California-2025-SB405-Introduced.html,support,refute,silent,support,support,Senate Bill 405 would have allowed communities throughout California to authorize voter ID requirements for their local elections.,California-2025-SB405-Introduced
rep,rep|steven-choi-all-bills-deserve-vote-sacramento-not-just-democratic-bills.txt|1|https://sr37.senate.ca.gov/content/choi-give-voters-what-they-want,support,silent,silent,support,support,Senate Bill 405 would have allowed communities throughout California to authorize voter ID requirements for their local elections.,Choi: Give the Voters What They Want!
rep,rep|steven-choi-all-bills-deserve-vote-sacramento-not-just-democratic-bills.txt|1|https://www.capradio.org/articles/2025/04/10/california-voter-id-bill-voted-down-at-the-state-capitol/,silent,refute,refute,refute,refute,Senate Bill 405 would have allowed communities throughout California to authorize voter ID requirements for their local elections.,California voter ID bill voted down at the state Capitol
rep,rep|steven-choi-all-bills-deserve-vote-sacramento-not-just-democratic-bills.txt|1|https://www.jdsupra.com/legalnews/new-california-law-prohibits-localities-5000464/,refute,refute,refute,refute,refute,Senate Bill 405 would have allowed communities throughout California to authorize voter ID requirements for their local elections.,New California Law Prohibits Localities From Imposing Their Own Voter ID Requirements
rep,rep|steven-choi-all-bills-deserve-vote-sacramento-not-just-democratic-bills.txt|6|https://www.cbsnews.com/sanfrancisco/news/democrats-gain-supermajority-in-california-legislature/,silent,silent,support,support,support,"California is represented by a Democratic supermajority, which stifles representation for Republicans.",Democrats Gain More Power With Supermajority In California Legislature
rep,rep|steven-choi-all-bills-deserve-vote-sacramento-not-just-democratic-bills.txt|6|https://www.cbsnews.com/sanfrancisco/news/democrats-gain-supermajority-in-california-assembly/,support,support,support,support,support,"California is represented by a Democratic supermajority, which stifles representation for Republicans.",Democrats Gain Supermajority In California Assembly
rep,rep|steven-choi-all-bills-deserve-vote-sacramento-not-just-democratic-bills.txt|6|https://calmatters.org/commentary/2024/11/reform-california-proportional-representative-democracy/,silent,silent,silent,support,silent,"California is represented by a Democratic supermajority, which stifles representation for Republicans.",Why CA should reform its (un)representative democracy
rep,rep|steven-choi-all-bills-deserve-vote-sacramento-not-just-democratic-bills.txt|6|https://www.theariasjournal.com/the-challenges-facing-californias-democratic-supermajority-and-its-implications-for-policy-making/,silent,silent,silent,support,silent,"California is represented by a Democratic supermajority, which stifles representation for Republicans.",Navigating the Challenges of California's Democratic Supermajority in Policy-Making
rep,rep|strongdixon-calls-on-legislature-to-pass-fentanyl-bills-strong.txt|3|https://ochealthinfo.com/page/drug-alcohol-overdose-hospitalization-death-orange-county,refute,refute,refute,support,support,"In Orange County, there was a 162% increase in fentanyl related deaths from 2019 to 2020.",Drug & Alcohol Overdose Hospitalization & Death in Orange County
rep,rep|strongdixon-calls-on-legislature-to-pass-fentanyl-bills-strong.txt|3|https://www.ochealthinfo.com/page/opioid-overdose-death-orange-county,silent,silent,refute,support,silent,"In Orange County, there was a 162% increase in fentanyl related deaths from 2019 to 2020.",Opioid Overdose & Death in Orange County
rep,rep|strongdixon-calls-on-legislature-to-pass-fentanyl-bills-strong.txt|3|10.1093/jat/bkac062,silent,silent,silent,silent,silent,"In Orange County, there was a 162% increase in fentanyl related deaths from 2019 to 2020.","Two-Year Review of Fentanyl in Driving under the Influence and Postmortem Cases in Orange County, CA, USA"
rep,rep|strongdixon-calls-on-legislature-to-pass-fentanyl-bills-strong.txt|3|10.1016/j.lanepe.2022.100073,silent,silent,refute,silent,silent,"In Orange County, there was a 162% increase in fentanyl related deaths from 2019 to 2020.",Sociodemographic and geographic disparities in excess fatal drug overdoses during the COVID-19 pandemic in California: A
rep,rep|strongdixon-calls-on-legislature-to-pass-fentanyl-bills-strong.txt|3|https://calmatters.org/explainers/california-opioid-crisis/,silent,silent,refute,support,silent,"In Orange County, there was a 162% increase in fentanyl related deaths from 2019 to 2020.",Opioid crisis: Big increase in CA fentanyl overdoses
rep,rep|top-10-failures-governor-newsom-his-second-term-begins.txt|2|10.1038/s41561-020-0732-8,silent,silent,silent,support,silent,"California lacks the water storage capacity to capture water from atmospheric river storms, impacting farmers and farmworkers.",Climate change and the capacity for water storage in California
rep,rep|top-10-failures-governor-newsom-his-second-term-begins.txt|2|10.1111/1752-1688.12617,silent,silent,silent,support,silent,"California lacks the water storage capacity to capture water from atmospheric river storms, impacting farmers and farmworkers.",Evaluating the water storage capacity and demand in California's agricultural sector
rep,rep|top-10-failures-governor-newsom-his-second-term-begins.txt|2|10.1088/1748-9326/ab9ed2,silent,silent,silent,support,silent,"California lacks the water storage capacity to capture water from atmospheric river storms, impacting farmers and farmworkers.",Assessing California's drought resilience: The role of water storage infrastructure
rep,rep|top-10-failures-governor-newsom-his-second-term-begins.txt|2|10.1016/j.jhydrol.2020.124252,silent,silent,silent,support,silent,"California lacks the water storage capacity to capture water from atmospheric river storms, impacting farmers and farmworkers.",The impact of atmospheric rivers on California's irrigation demands
rep,rep|top-10-failures-governor-newsom-his-second-term-begins.txt|2|10.1061/(ASCE)WR.1943-5452.0001104,silent,silent,silent,support,silent,"California lacks the water storage capacity to capture water from atmospheric river storms, impacting farmers and farmworkers.",The challenges of maximizing water storage capacity amid climate change in California
rep,rep|top-10-failures-governor-newsom-his-second-term-begins.txt|3|https://www.ntu.org/publications/detail/imposing-a-new-tax-on-energy-producers-will-not-lower-gas-prices,silent,silent,refute,refute,support,Governor Newsom's proposed 'Windfall Profits Tax' on the gasoline industry would increase the cost of gasoline at the pump.,Imposing a New Tax on Energy Producers Will Not Lower Gas Prices
rep,rep|top-10-failures-governor-newsom-his-second-term-begins.txt|3|https://www.instituteforenergyresearch.org/fossil-fuels/gas-and-oil/new-study-finds-that-a-windfall-profits-tax-would-harm-the-us-economy-cost-jobs-and-increase-our-reliance-on-imported-oil/,silent,silent,refute,support,silent,Governor Newsom's proposed 'Windfall Profits Tax' on the gasoline industry would increase the cost of gasoline at the pump.,"New Study Finds That a Windfall Profits Tax Would Harm the US Economy, Cost Jobs, and Increase Our Reliance on Imported "
